query_name	pubchem_cid	first_synonym	smiles	inchi	inchikey	molecular_formula	molecular_weight	status	metabolite_name
L-asparagine	6267.0	L-asparagine	C(C(C(=O)O)N)C(=O)N	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1	DCXYFEDJOCDNAF-REOHCLBHSA-N	C4H8N2O3	132.12	found	L-asparagine
 Imidacloprid|N-[1-[(6-chloranylpyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide								not_found	Massbank:EA270909 Imidacloprid|N-[1-[(6-chloranylpyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide
Imazalil	37175.0	IMAZALIL	C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl	InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2	PZBPKYOVPCNPJY-UHFFFAOYSA-N	C14H14Cl2N2O	297.2	found	Imazalil
sphingosine	5280335.0	sphingosine	CCCCCCCCCCCCCC=CC(C(CO)N)O	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14+/t17-,18+/m0/s1	WWUZIQQURGPMPG-KRWOKUGFSA-N	C18H37NO2	299.5	found	sphingosine
 Undecanedioic acid	15816.0	UNDECANEDIOIC ACID	C(CCCCC(=O)O)CCCCC(=O)O	InChI=1S/C11H20O4/c12-10(13)8-6-4-2-1-3-5-7-9-11(14)15/h1-9H2,(H,12,13)(H,14,15)	LWBHHRRTOZQPDM-UHFFFAOYSA-N	C11H20O4	216.27	found	Massbank:LU047652 Undecanedioic acid
5-oxopentadecanoic acid	5150859.0	5-oxopentadecanoic Acid	CCCCCCCCCCC(=O)CCCC(=O)O	InChI=1S/C15H28O3/c1-2-3-4-5-6-7-8-9-11-14(16)12-10-13-15(17)18/h2-13H2,1H3,(H,17,18)	RNMOYYIVANEQIG-UHFFFAOYSA-N	C15H28O3	256.38	found	5-oxopentadecanoic acid CollisionEnergy:205060
Polidocanol	656641.0	Polidocanol	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	InChI=1S/C30H62O10/c1-2-3-4-5-6-7-8-9-10-11-13-32-15-17-34-19-21-36-23-25-38-27-29-40-30-28-39-26-24-37-22-20-35-18-16-33-14-12-31/h31H,2-30H2,1H3	ONJQDTZCDSESIW-UHFFFAOYSA-N	C30H62O10	582.8	found	Polidocanol
0229_Atrazine								not_found	0229_Atrazine
 Linuron|3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea								not_found	MassbankEU:SM841202 Linuron|3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea
 phosphoric acid triphenyl ester	8289.0	TRIPHENYL PHOSPHATE	C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3	InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H	XZZNDPSIHUTMOC-UHFFFAOYSA-N	C18H15O4P	326.3	found	MoNA:904060 phosphoric acid triphenyl ester
hyocholic acid	92805.0	Hyocholic acid	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(C(C4C3(CCC(C4)O)C)O)O)C	InChI=1S/C24H40O5/c1-13(4-7-19(26)27)15-5-6-16-20-17(9-11-23(15,16)2)24(3)10-8-14(25)12-18(24)21(28)22(20)29/h13-18,20-22,25,28-29H,4-12H2,1-3H3,(H,26,27)/t13-,14-,15-,16+,17+,18+,20+,21-,22+,23-,24-/m1/s1	DKPMWHFRUGMUKF-KWXDGCAGSA-N	C24H40O5	408.6	found	hyocholic acid
Dibutyl adipate	7784.0	DIBUTYL ADIPATE	CCCCOC(=O)CCCCC(=O)OCCCC	InChI=1S/C14H26O4/c1-3-5-11-17-13(15)9-7-8-10-14(16)18-12-6-4-2/h3-12H2,1-2H3	XTJFFFGAUHQWII-UHFFFAOYSA-N	C14H26O4	258.35	found	Spectral Match to Dibutyl adipate from NIST14
Isoleucine_Furfural (known isomers: 0; isobaric peaks in run: 1)								not_found	Isoleucine_Furfural (known isomers: 0; isobaric peaks in run: 1)
 4,4'-Sulfonyldiphenol|4-(4-hydroxyphenyl)sulfonylphenol								not_found	Massbank:LU055153 4,4'-Sulfonyldiphenol|4-(4-hydroxyphenyl)sulfonylphenol
putative Dihydrosphingosine (19:0)								not_found	putative Dihydrosphingosine (19:0)
 D-(+)-Cellotriose|Glc(beta1-4)Glc(beta1-4)Glc|O-beta-D-Glucopyranosyl-(1-4)-O-beta-D-Glucopyranosyl-(1-4)-D-Glucose|(2S,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R								not_found	ReSpect:PT205360 D-(+)-Cellotriose|Glc(beta1-4)Glc(beta1-4)Glc|O-beta-D-Glucopyranosyl-(1-4)-O-beta-D-Glucopyranosyl-(1-4)-D-Glucose|(2S,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R
Pentapropylene glycol	9836244.0	21482-12-2	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)O	InChI=1S/C15H32O6/c1-11(17)7-18-13(3)9-20-15(5)10-21-14(4)8-19-12(2)6-16/h11-17H,6-10H2,1-5H3	AQRQHYITOOVBTO-UHFFFAOYSA-N	C15H32O6	308.41	found	Spectral Match to Pentapropylene glycol from NIST14
Tebuconazole	86102.0	Tebuconazole	CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O	InChI=1S/C16H22ClN3O/c1-15(2,3)16(21,10-20-12-18-11-19-20)9-8-13-4-6-14(17)7-5-13/h4-7,11-12,21H,8-10H2,1-3H3	PXMNMQRDXWABCY-UHFFFAOYSA-N	C16H22ClN3O	307.82	found	Tebuconazole
dimethyl-1,2-thiazole-4-carboxylic acid	23361810.0	dimethyl-1,2-thiazole-4-carboxylic acid	CC1=C(C(=NS1)C)C(=O)O	InChI=1S/C6H7NO2S/c1-3-5(6(8)9)4(2)10-7-3/h1-2H3,(H,8,9)	QFUYZERHMQJGCA-UHFFFAOYSA-N	C6H7NO2S	157.19	found	dimethyl-1,2-thiazole-4-carboxylic acid
Palatinose	83686.0	13718-94-0	C(C1C(C(C(C(O1)OCC(C(C(C(=O)CO)O)O)O)O)O)O)O	InChI=1S/C12H22O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h5-14,16-21H,1-3H2/t5-,6-,7-,8-,9-,10+,11-,12+/m1/s1	RJPPRBMGVWEZRR-WTZPKTTFSA-N	C12H22O11	342.3	found	Spectral Match to Palatinose from NIST14
